Y-tunnus,company_name,address,website,registrationDate,detailsUri,companyForm
2714462-9,Saariston Katto Oy,,,2015-10-12,http://avoindata.prh.fi/opendata/tr/v1/2714462-9,OY
2721930-1,Kattokeskus Itä-Suomi Oy,,,2015-11-17,http://avoindata.prh.fi/opendata/tr/v1/2721930-1,OY
2722047-6,P&P Kattohuolto Oy,,,2015-11-09,http://avoindata.prh.fi/opendata/tr/v1/2722047-6,OY
2732482-2,MESK strech-katto Oy,,,2015-12-22,http://avoindata.prh.fi/opendata/tr/v1/2732482-2,OY
2725121-3,Remontti- ja sisustuspalvelu ElseJii Oy,,,2015-12-15,http://avoindata.prh.fi/opendata/tr/v1/2725121-3,OY
2730893-7,F-Doors Oy,,,2015-12-11,http://avoindata.prh.fi/opendata/tr/v1/2730893-7,OY
2728381-3,Remontti- ja Sisustuspalvelu T. Alho Oy,,,2015-12-07,http://avoindata.prh.fi/opendata/tr/v1/2728381-3,OY
2709500-3,J & H Laatoitus Oy,,,2015-09-15,http://avoindata.prh.fi/opendata/tr/v1/2709500-3,OY
2706355-4,Kattonen Oy,,,2015-08-31,http://avoindata.prh.fi/opendata/tr/v1/2706355-4,OY
2705156-1,Päijät-Remontti Oy,,,2015-08-21,http://avoindata.prh.fi/opendata/tr/v1/2705156-1,OY
2680432-2,Laatoitusliike Laattamestarit Oy,,,2015-06-30,http://avoindata.prh.fi/opendata/tr/v1/2680432-2,OY
2671670-1,TPH Remontti Oy,,,2015-02-04,http://avoindata.prh.fi/opendata/tr/v1/2671670-1,OY
2668676-8,Loviisan Eläinklinikka Lovet Oy,,,2015-01-27,http://avoindata.prh.fi/opendata/tr/v1/2668676-8,OY
2665078-1,Helsingin Kylpyhuoneremontti oy,,,2015-01-23,http://avoindata.prh.fi/opendata/tr/v1/2665078-1,OY
2663712-2,Uudenmaan Laatukatto Oy,,,2015-01-23,http://avoindata.prh.fi/opendata/tr/v1/2663712-2,OY
2661302-4,Länsirannikon Ikkunat ja Ovet Oy,,,2015-01-08,http://avoindata.prh.fi/opendata/tr/v1/2661302-4,OY
2684361-2,Kluuvin Kattohuolto Oy,,,2015-04-28,http://avoindata.prh.fi/opendata/tr/v1/2684361-2,OY
2684838-4,KattoHoiva Oy,,,2015-04-27,http://avoindata.prh.fi/opendata/tr/v1/2684838-4,OY
2683944-5,KATTO JES Oy,,,2015-04-17,http://avoindata.prh.fi/opendata/tr/v1/2683944-5,OY
2677550-9,Kattokolmikko Oy,,,2015-02-26,http://avoindata.prh.fi/opendata/tr/v1/2677550-9,OY
